Label,Notation,Parent Notation,Sort Priority
In B&B accommodation for 6 or more weeks,in-b-b-accommodation-for-6-or-more-weeks,,1
In B&B accommodation for 6 or more weeks not pending a review or appeal  ,in-b-b-accommodation-for-6-or-more-weeks-not-pending-a-review-or-appeal,,2
